secid,date,days,forward_price,strike_price,premium,impl_volatility,delta,gamma,theta,vega,cp_flag,index_flag
107525,20120904,30,30.391778,30.391778,0.777424,0.223726,0.512793,0.204521,-4.765821,3.473697,C,0
107525,20120904,60,30.401845,30.401845,1.114528,0.226837,0.51834,0.142558,-3.435504,4.909883,C,0
107525,20120904,91,30.211426,30.211426,1.465443,0.23511,0.541718,0.115353,-2.996083,5.910012,C,0
107525,20120904,122,30.220814,30.220814,1.694655,0.240192,0.53661,0.097999,-2.661748,6.913554,C,0
107525,20120904,152,30.229686,30.229686,1.916096,0.245465,0.534538,0.085052,-2.416538,7.728377,C,0
107525,20120904,182,30.039517,30.039517,2.223559,0.254675,0.549491,0.075477,-2.311268,8.362189,C,0
107525,20120904,273,29.868563,29.868563,2.777921,0.261052,0.556899,0.059978,-1.937318,10.178493,C,0
107525,20120904,365,29.699499,29.699499,3.349171,0.274184,0.564102,0.049369,-1.762885,11.626392,C,0
107525,20120904,30,30.391778,30.391778,0.788971,0.226964,-0.487256,0.201753,-4.755279,3.473527,P,0
107525,20120904,60,30.401845,30.401845,1.13538,0.230916,-0.48178,0.140244,-3.398918,4.909469,P,0
107525,20120904,91,30.211426,30.211426,1.450413,0.241159,-0.473284,0.108194,-2.849126,6.002356,P,0
107525,20120904,122,30.220814,30.220814,1.724014,0.247556,-0.469023,0.091058,-2.519376,6.944279,P,0
107525,20120904,152,30.229686,30.229686,1.968601,0.253275,-0.465118,0.079718,-2.303448,7.74517,P,0
107525,20120904,182,30.039517,30.039517,2.217027,0.262522,-0.457429,0.069613,-2.157399,8.412064,P,0
107525,20120904,273,29.868563,29.868563,2.77179,0.269881,-0.445147,0.05478,-1.783687,10.20856,P,0
107525,20120904,365,29.699499,29.699499,3.387349,0.287396,-0.431815,0.04403,-1.619442,11.684941,P,0
107525,20120905,30,30.396912,30.396912,0.749397,0.215623,0.512329,0.212181,-4.596404,3.474396,C,0
107525,20120905,60,30.406983,30.406983,1.071926,0.218125,0.517636,0.148239,-3.306723,4.911082,C,0
107525,20120905,91,30.216506,30.216506,1.41062,0.226674,0.54092,0.120156,-2.903792,5.983796,C,0
107525,20120905,122,30.225818,30.225818,1.633748,0.231741,0.535327,0.101774,-2.575838,6.940609,C,0
107525,20120905,152,30.234688,30.234688,1.857927,0.237899,0.533843,0.087873,-2.347568,7.731059,C,0
107525,20120905,182,30.044524,30.044524,2.172806,0.248732,0.548889,0.077348,-2.261327,8.38072,C,0
107525,20120905,273,29.873574,29.873574,2.721472,0.255894,0.555917,0.061315,-1.904604,10.139929,C,0
107525,20120905,365,29.704524,29.704524,3.305821,0.270711,0.563614,0.050127,-1.746078,11.626365,C,0
107525,20120905,30,30.396912,30.396912,0.776052,0.223206,-0.487481,0.205126,-4.676024,3.474145,P,0
107525,20120905,60,30.406983,30.406983,1.110625,0.225835,-0.482206,0.14339,-3.323453,4.910479,P,0
107525,20120905,91,30.216506,30.216506,1.415368,0.235273,-0.473909,0.110911,-2.779296,6.003769,P,0
107525,20120905,122,30.225818,30.225818,1.679216,0.241064,-0.46979,0.093517,-2.452887,6.946358,P,0
107525,20120905,152,30.234688,30.234688,1.923168,0.247368,-0.465891,0.081626,-2.249357,7.747744,P,0
107525,20120905,182,30.044524,30.044524,2.177377,0.257748,-0.458138,0.07091,-2.118125,8.414629,P,0
107525,20120905,273,29.873574,29.873574,2.72867,0.26561,-0.445878,0.055664,-1.755306,10.213389,P,0
107525,20120905,365,29.704524,29.704524,3.350867,0.284188,-0.4325,0.044536,-1.601613,11.689228,P,0
107525,20120906,30,31.352346,31.352346,0.726326,0.202614,0.511586,0.218936,-4.458968,3.583778,C,0
107525,20120906,60,31.362852,31.362852,1.042384,0.205643,0.516627,0.152463,-3.21985,5.065963,C,0
107525,20120906,91,31.172764,31.172764,1.391446,0.216134,0.540723,0.12199,-2.855062,6.117748,C,0
107525,20120906,122,31.18264,31.18264,1.617453,0.22239,0.534332,0.10286,-2.553778,7.128015,C,0
107525,20120906,152,31.192045,31.192045,1.850561,0.229912,0.532075,0.088023,-2.339466,7.945191,C,0
107525,20120906,182,31.002382,31.002382,2.164266,0.240465,0.547118,0.077554,-2.257437,8.680858,C,0
107525,20120906,273,30.833297,30.833297,2.707017,0.246617,0.554521,0.061709,-1.897558,10.467374,C,0
107525,20120906,365,30.66685,30.66685,3.321289,0.263679,0.561774,0.049748,-1.752479,12.018263,C,0
107525,20120906,30,31.352346,31.352346,0.749744,0.209056,-0.488318,0.21237,-4.513812,3.583545,P,0
107525,20120906,60,31.362852,31.362852,1.079805,0.212856,-0.483298,0.147537,-3.227619,5.065271,P,0
107525,20120906,91,31.172764,31.172764,1.391292,0.224155,-0.475132,0.112914,-2.72889,6.194602,P,0
107525,20120906,122,31.18264,31.18264,1.662337,0.23129,-0.471054,0.094553,-2.425477,7.167328,P,0
107525,20120906,152,31.192045,31.192045,1.919688,0.239315,-0.467062,0.08185,-2.24283,7.99435,P,0
107525,20120906,182,31.002382,31.002382,2.178918,0.249948,-0.459415,0.070945,-2.117116,8.68507,P,0
107525,20120906,273,30.833297,30.833297,2.722605,0.256745,-0.447657,0.055891,-1.748441,10.545374,P,0
107525,20120906,365,30.66685,30.66685,3.37912,0.277582,-0.434134,0.044264,-1.612109,12.072065,P,0
107525,20120907,30,30.957391,30.957391,0.721629,0.203873,0.511658,0.22036,-4.430655,3.538598,C,0
107525,20120907,60,30.967754,30.967754,1.027402,0.205274,0.516597,0.154686,-3.174047,5.00214,C,0
107525,20120907,91,30.777533,30.777533,1.357723,0.213873,0.540479,0.125236,-2.798848,6.07462,C,0
107525,20120907,122,30.787278,30.787278,1.571499,0.21885,0.533966,0.105994,-2.485676,7.050284,C,0
107525,20120907,152,30.79656,30.79656,1.797548,0.226142,0.53179,0.09075,-2.276067,7.873909,C,0
107525,20120907,182,30.606732,30.606732,2.112828,0.237566,0.547166,0.079614,-2.205924,8.571017,C,0
107525,20120907,273,30.436622,30.436622,2.651187,0.244472,0.554195,0.062936,-1.854338,10.344638,C,0
107525,20120907,365,30.26874,30.26874,3.264911,0.262354,0.561887,0.050698,-1.723217,11.864681,C,0
107525,20120907,30,30.957391,30.957391,0.745661,0.21057,-0.488235,0.213535,-4.488708,3.538365,P,0
107525,20120907,60,30.967754,30.967754,1.063492,0.212314,-0.483348,0.149806,-3.178369,5.001466,P,0
107525,20120907,91,30.777533,30.777533,1.363286,0.222457,-0.475282,0.115231,-2.67349,6.116106,P,0
107525,20120907,122,30.787278,30.787278,1.618915,0.228132,-0.471392,0.097089,-2.361343,7.076864,P,0
107525,20120907,152,30.79656,30.79656,1.865777,0.235568,-0.467521,0.084221,-2.179078,7.893684,P,0
107525,20120907,182,30.606732,30.606732,2.123396,0.246714,-0.459797,0.072788,-2.06251,8.574833,P,0
107525,20120907,273,30.436622,30.436622,2.661103,0.254193,-0.447983,0.057166,-1.708954,10.41117,P,0
107525,20120907,365,30.26874,30.26874,3.316,0.275947,-0.434311,0.045085,-1.582697,11.917315,P,0
107525,20120910,30,30.727753,30.727753,0.716854,0.20404,0.511667,0.221828,-4.403778,3.512299,C,0
107525,20120910,60,30.737897,30.737897,1.029818,0.207299,0.516761,0.15432,-3.181756,4.964881,C,0
107525,20120910,91,30.547365,30.547365,1.357348,0.216126,0.539784,0.125214,-2.814546,5.98939,C,0
107525,20120910,122,30.556615,30.556615,1.569256,0.220501,0.533341,0.105987,-2.484723,6.992786,C,0
107525,20120910,152,30.565433,30.565433,1.797867,0.227982,0.531588,0.090562,-2.272951,7.801995,C,0
107525,20120910,182,30.375163,30.375163,2.103452,0.238849,0.546648,0.079855,-2.201905,8.47909,C,0
107525,20120910,273,30.204067,30.204067,2.634334,0.244896,0.554592,0.063586,-1.850613,10.319358,C,0
107525,20120910,365,30.03528,30.03528,3.231839,0.261929,0.56161,0.051193,-1.707533,11.808066,C,0
107525,20120910,30,30.727753,30.727753,0.718913,0.204526,-0.488608,0.221518,-4.324086,3.51213,P,0
107525,20120910,60,30.737897,30.737897,1.041959,0.209565,-0.483587,0.152919,-3.112601,4.964416,P,0
107525,20120910,91,30.547365,30.547365,1.342369,0.220684,-0.475465,0.117041,-2.632284,6.070449,P,0
107525,20120910,122,30.556615,30.556615,1.590777,0.225852,-0.471637,0.098809,-2.32057,7.024207,P,0
107525,20120910,152,30.565433,30.565433,1.83738,0.233731,-0.467723,0.085516,-2.146517,7.834983,P,0
107525,20120910,182,30.375163,30.375163,2.089208,0.244552,-0.460119,0.073995,-2.030371,8.510927,P,0
107525,20120910,273,30.204067,30.204067,2.611339,0.251308,-0.448454,0.058261,-1.677985,10.333811,P,0
107525,20120910,365,30.03528,30.03528,3.262409,0.273518,-0.434758,0.04583,-1.558246,11.828626,P,0
107525,20120911,30,30.797886,30.797886,0.723488,0.205461,0.511749,0.219792,-4.444864,3.520282,C,0
107525,20120911,60,30.807695,30.807695,1.041226,0.20912,0.516908,0.152626,-3.215775,4.976117,C,0
107525,20120911,91,30.616819,30.616819,1.360721,0.216435,0.539453,0.124869,-2.826267,6.04618,C,0
107525,20120911,122,30.625819,30.625819,1.569677,0.220196,0.532911,0.105866,-2.485078,6.971763,C,0
107525,20120911,152,30.634398,30.634398,1.797475,0.227403,0.531553,0.090602,-2.271579,7.819972,C,0
107525,20120911,182,30.443898,30.443898,2.095531,0.237358,0.546564,0.080207,-2.193044,8.498971,C,0
107525,20120911,273,30.272106,30.272106,2.611626,0.242799,0.553809,0.064238,-1.84498,10.317636,C,0
107525,20120911,365,30.102977,30.102977,3.22915,0.261075,0.561537,0.051262,-1.705447,11.836133,C,0
107525,20120911,30,30.797886,30.797886,0.724304,0.205591,-0.488551,0.219871,-4.356063,3.520118,P,0
107525,20120911,60,30.807695,30.807695,1.045173,0.209737,-0.483564,0.152442,-3.122956,4.975724,P,0
107525,20120911,91,30.616819,30.616819,1.334542,0.218894,-0.475654,0.117739,-2.61794,6.084554,P,0
107525,20120911,122,30.625819,30.625819,1.577052,0.223392,-0.471917,0.099675,-2.301424,7.040621,P,0
107525,20120911,152,30.634398,30.634398,1.824308,0.231539,-0.467994,0.08613,-2.13219,7.853377,P,0
107525,20120911,182,30.443898,30.443898,2.07443,0.242262,-0.460442,0.07453,-2.017085,8.531142,P,0
107525,20120911,273,30.272106,30.272106,2.590133,0.248661,-0.448961,0.058764,-1.665568,10.358653,P,0
107525,20120911,365,30.102977,30.102977,3.247314,0.27161,-0.435146,0.046055,-1.552212,11.85779,P,0
107525,20120912,30,30.785739,30.785739,0.702312,0.19951,0.511408,0.226426,-4.303478,3.519225,C,0
107525,20120912,60,30.794372,30.794372,1.009723,0.202855,0.516402,0.157399,-3.110442,4.974764,C,0
107525,20120912,91,30.603745,30.603745,1.323482,0.210737,0.539002,0.128677,-2.754529,5.985112,C,0
107525,20120912,122,30.612777,30.612777,1.530005,0.214479,0.533067,0.108978,-2.422414,7.028357,C,0
107525,20120912,152,30.621337,30.621337,1.754308,0.222116,0.530503,0.09279,-2.215823,7.836815,C,0
107525,20120912,182,30.430873,30.430873,2.048779,0.232315,0.545903,0.082187,-2.149424,8.424456,C,0
107525,20120912,273,30.259076,30.259076,2.559065,0.23776,0.553606,0.065782,-1.809696,10.316316,C,0
107525,20120912,365,30.089995,30.089995,3.181085,0.257087,0.561209,0.052173,-1.681436,11.808163,C,0
107525,20120912,30,30.785739,30.785739,0.718712,0.204099,-0.488544,0.221484,-4.334766,3.51905,P,0
107525,20120912,60,30.794372,30.794372,1.034807,0.207758,-0.483616,0.153889,-3.101312,4.97436,P,0
107525,20120912,91,30.603745,30.603745,1.321107,0.216782,-0.475806,0.118914,-2.597485,6.082757,P,0
107525,20120912,122,30.612777,30.612777,1.55889,0.220912,-0.47213,0.100807,-2.278848,7.038687,P,0
107525,20120912,152,30.621337,30.621337,1.803906,0.229041,-0.468255,0.087086,-2.111517,7.851171,P,0
107525,20120912,182,30.430873,30.430873,2.050033,0.239484,-0.460836,0.07543,-1.9962,8.529044,P,0
107525,20120912,273,30.259076,30.259076,2.557579,0.245611,-0.449462,0.05952,-1.646325,10.356626,P,0
107525,20120912,365,30.089995,30.089995,3.205096,0.268147,-0.435807,0.046675,-1.533227,11.856556,P,0
107525,20120913,30,30.940689,30.940689,0.690158,0.195074,0.511155,0.230419,-4.229374,3.53701,C,0
107525,20120913,60,30.949068,30.949068,0.99254,0.198401,0.516042,0.160132,-3.057444,4.999999,C,0
107525,20120913,91,30.758054,30.758054,1.286503,0.203717,0.538841,0.132714,-2.68162,6.063802,C,0
107525,20120913,122,30.766724,30.766724,1.486117,0.207322,0.532229,0.112339,-2.356649,7.025174,C,0
107525,20120913,152,30.775047,30.775047,1.714351,0.215942,0.529813,0.095049,-2.166651,7.857129,C,0
107525,20120913,182,30.584466,30.584466,2.010496,0.2266,0.545678,0.083976,-2.110223,8.468499,C,0
107525,20120913,273,30.412066,30.412066,2.511907,0.232051,0.552688,0.06692,-1.771208,10.380754,C,0
107525,20120913,365,30.242012,30.242012,3.14008,0.252712,0.55987,0.052753,-1.65864,11.933783,C,0
107525,20120913,30,30.940689,30.940689,0.719,0.203158,-0.488595,0.221394,-4.33682,3.536784,P,0
107525,20120913,60,30.949068,30.949068,1.019118,0.203582,-0.48395,0.156263,-3.05464,4.99958,P,0
107525,20120913,91,30.758054,30.758054,1.296736,0.211706,-0.476325,0.12117,-2.550339,6.113903,P,0
107525,20120913,122,30.766724,30.766724,1.527589,0.215381,-0.47277,0.10289,-2.233931,7.075047,P,0
107525,20120913,152,30.775047,30.775047,1.775393,0.224281,-0.468862,0.088497,-2.07911,7.891831,P,0
107525,20120913,182,30.584466,30.584466,2.023483,0.235176,-0.461455,0.07644,-1.97138,8.573617,P,0
107525,20120913,273,30.412066,30.412066,2.526162,0.241341,-0.45022,0.060286,-1.627159,10.411789,P,0
107525,20120913,365,30.242012,30.242012,3.197801,0.266157,-0.43624,0.0468,-1.531438,11.920432,P,0
107525,20120914,30,31.21572,31.21572,0.67807,0.189967,0.510863,0.234533,-4.156156,3.568525,C,0
107525,20120914,60,31.224076,31.224076,0.976722,0.193517,0.515647,0.162734,-3.009515,5.044646,C,0
107525,20120914,91,31.03308,31.03308,1.264695,0.198498,0.53841,0.135174,-2.640316,6.034574,C,0
107525,20120914,122,31.041825,31.041825,1.460164,0.202011,0.531387,0.114394,-2.319999,7.124077,C,0
107525,20120914,152,30.851243,30.851243,1.796081,0.2121,0.54875,0.095885,-2.148534,7.894116,C,0
107525,20120914,182,30.859612,30.859612,1.992589,0.222358,0.544968,0.084597,-2.084324,8.598789,C,0
107525,20120914,273,30.687037,30.687037,2.486684,0.227681,0.552099,0.067704,-1.756408,10.428634,C,0
107525,20120914,365,30.516452,30.516452,3.132995,0.249836,0.55945,0.052913,-1.654994,12.044059,C,0
107525,20120914,30,31.21572,31.21572,0.740442,0.207376,-0.488348,0.214972,-4.466897,3.568161,P,0
107525,20120914,60,31.224076,31.224076,1.037666,0.205464,-0.48379,0.15346,-3.110923,5.043848,P,0
107525,20120914,91,31.03308,31.03308,1.311945,0.212292,-0.47629,0.119776,-2.580736,6.168617,P,0
107525,20120914,122,31.041825,31.041825,1.543257,0.215662,-0.472762,0.101855,-2.257204,7.13831,P,0
107525,20120914,152,30.851243,30.851243,1.694178,0.225091,-0.451274,0.087028,-2.098395,7.929708,P,0
107525,20120914,182,30.859612,30.859612,2.033724,0.234262,-0.461623,0.076073,-1.981565,8.651035,P,0
107525,20120914,273,30.687037,30.687037,2.53362,0.239857,-0.450592,0.060147,-1.632287,10.506987,P,0
107525,20120914,365,30.516452,30.516452,3.223805,0.265902,-0.43638,0.046444,-1.54467,12.029365,P,0
107525,20120917,30,31.215695,31.215695,0.690707,0.193508,0.511065,0.230238,-4.232772,3.568475,C,0
107525,20120917,60,31.023847,31.023847,1.067908,0.195693,0.547962,0.163067,-3.084946,5.007071,C,0
107525,20120917,91,31.032607,31.032607,1.278102,0.201329,0.537387,0.133571,-2.682108,6.151483,C,0
107525,20120917,122,31.041176,31.041176,1.479311,0.204943,0.530727,0.11258,-2.348292,7.097603,C,0
107525,20120917,152,30.85047,30.85047,1.805839,0.2153,0.548318,0.095204,-2.196048,7.904155,C,0
107525,20120917,182,30.858709,30.858709,2.003635,0.224244,0.544464,0.084078,-2.105366,8.59533,C,0
107525,20120917,273,30.686133,30.686133,2.494959,0.228815,0.551586,0.067421,-1.765593,10.412783,C,0
107525,20120917,365,30.515962,30.515962,3.124975,0.249477,0.559218,0.053199,-1.658824,12.006685,C,0
107525,20120917,547,30.182449,30.182449,3.883759,0.255187,0.570697,0.042747,-1.403091,14.34341,C,0
107525,20120917,730,29.863504,29.863504,4.573027,0.262164,0.580165,0.036136,-1.259199,16.34343,C,0
107525,20120917,30,31.215695,31.215695,0.745872,0.208899,-0.488259,0.213402,-4.500031,3.568144,P,0
107525,20120917,60,31.023847,31.023847,1.070118,0.207174,-0.488854,0.150936,-3.110793,5.011229,P,0
107525,20120917,91,31.032607,31.032607,1.323611,0.214184,-0.476102,0.118722,-2.605243,6.168503,P,0
107525,20120917,122,31.041176,31.041176,1.554162,0.217195,-0.472566,0.101128,-2.274412,7.138259,P,0
107525,20120917,152,30.85047,30.85047,1.824931,0.226347,-0.469369,0.08599,-2.095352,7.905379,P,0
107525,20120917,182,30.858709,30.858709,2.041911,0.235195,-0.461537,0.075782,-1.990914,8.650622,P,0
107525,20120917,273,30.686133,30.686133,2.536183,0.240113,-0.450532,0.060082,-1.634735,10.50658,P,0
107525,20120917,365,30.515962,30.515962,3.204861,0.264303,-0.436741,0.046736,-1.535729,12.030843,P,0
107525,20120917,547,30.182449,30.182449,4.010983,0.273912,-0.417852,0.036163,-1.263469,14.459002,P,0
107525,20120917,730,29.863504,29.863504,4.819161,0.28898,-0.398916,0.029079,-1.119426,16.373907,P,0
107525,20120918,30,31.180695,31.180695,0.701024,0.19662,0.511243,0.226846,-4.295443,3.564429,C,0
107525,20120918,60,30.959213,30.959213,1.097597,0.199124,0.552407,0.160547,-3.138424,4.932226,C,0
107525,20120918,91,30.968224,30.968224,1.299202,0.204667,0.539706,0.132779,-2.749486,6.130801,C,0
107525,20120918,122,30.977155,30.977155,1.50387,0.208622,0.531921,0.111548,-2.40604,7.079515,C,0
107525,20120918,152,30.757194,30.757194,1.846197,0.219583,0.551166,0.094144,-2.254366,7.823425,C,0
107525,20120918,182,30.765793,30.765793,2.045467,0.228398,0.547303,0.083206,-2.157316,8.551037,C,0
107525,20120918,273,30.56543,30.56543,2.545544,0.233137,0.554679,0.066764,-1.81205,10.328025,C,0
107525,20120918,365,30.367836,30.367836,3.213194,0.256389,0.56284,0.052441,-1.723697,11.921645,C,0
107525,20120918,547,29.979287,29.979287,4.001987,0.262907,0.575258,0.042133,-1.464633,14.147426,C,0
107525,20120918,730,29.605089,29.605089,4.72195,0.270937,0.584852,0.035493,-1.317227,16.208656,C,0
107525,20120918,30,31.180695,31.180695,0.731184,0.205012,-0.488485,0.217698,-4.410811,3.564195,P,0
107525,20120918,60,30.959213,30.959213,1.028703,0.205503,-0.479952,0.152293,-3.080674,5.001351,P,0
107525,20120918,91,30.968224,30.968224,1.29373,0.209773,-0.476113,0.121263,-2.54448,6.155821,P,0
107525,20120918,122,30.977155,30.977155,1.520192,0.212874,-0.472643,0.103221,-2.222478,7.12369,P,0
107525,20120918,152,30.757194,30.757194,1.790927,0.222106,-0.46989,0.087563,-2.047052,7.881553,P,0
107525,20120918,182,30.765793,30.765793,1.99704,0.230686,-0.46132,0.077214,-1.944284,8.625185,P,0
107525,20120918,273,30.56543,30.56543,2.480352,0.235675,-0.450096,0.061125,-1.595314,10.466378,P,0
107525,20120918,365,30.367836,30.367836,3.149937,0.260951,-0.435799,0.047215,-1.505661,11.972754,P,0
107525,20120918,547,29.979287,29.979287,3.929433,0.269973,-0.416504,0.036529,-1.23375,14.362815,P,0
107525,20120918,730,29.605089,29.605089,4.685847,0.283096,-0.39759,0.029505,-1.084428,16.238794,P,0
107525,20120919,30,31.057695,31.057695,0.697031,0.196275,0.511223,0.228146,-4.271172,3.550371,C,0
107525,20120919,60,30.836274,30.836274,1.091908,0.199498,0.552288,0.16149,-3.14385,4.863923,C,0
107525,20120919,91,30.845214,30.845214,1.30097,0.205901,0.539507,0.132525,-2.75539,6.049053,C,0
107525,20120919,122,30.854097,30.854097,1.504462,0.209537,0.532013,0.111496,-2.406871,7.051308,C,0
107525,20120919,152,30.634117,30.634117,1.842977,0.220629,0.551266,0.094349,-2.262578,7.82417,C,0
107525,20120919,182,30.642799,30.642799,2.039414,0.229172,0.546995,0.083532,-2.163151,8.544943,C,0
107525,20120919,273,30.442355,30.442355,2.541545,0.233911,0.554367,0.066868,-1.812424,10.323557,C,0
107525,20120919,365,30.244673,30.244673,3.211918,0.257732,0.562909,0.052477,-1.728991,11.891438,C,0
107525,20120919,547,29.855981,29.855981,3.995968,0.263633,0.575296,0.04219,-1.463007,14.186681,C,0
107525,20120919,730,29.481659,29.481659,4.678511,0.269942,0.584307,0.035894,-1.312029,16.051886,C,0
107525,20120919,30,31.057695,31.057695,0.694871,0.195596,-0.489036,0.2291,-4.190226,3.550271,P,0
107525,20120919,60,30.836274,30.836274,1.003345,0.201224,-0.480309,0.156157,-3.003543,4.981603,P,0
107525,20120919,91,30.845214,30.845214,1.261013,0.205274,-0.476564,0.124425,-2.479201,6.131742,P,0
107525,20120919,122,30.854097,30.854097,1.483784,0.208594,-0.473136,0.105767,-2.168356,7.095881,P,0
107525,20120919,152,30.634117,30.634117,1.754914,0.218389,-0.470513,0.089414,-2.004079,7.850844,P,0
107525,20120919,182,30.642799,30.642799,1.958875,0.227165,-0.46182,0.078735,-1.906421,8.591559,P,0
107525,20120919,273,30.442355,30.442355,2.433066,0.232097,-0.450673,0.062319,-1.564116,10.425797,P,0
107525,20120919,365,30.244673,30.244673,3.078977,0.256045,-0.436765,0.048328,-1.470986,11.927474,P,0
107525,20120919,547,29.855981,29.855981,3.842942,0.265053,-0.417595,0.037367,-1.205841,14.31064,P,0
107525,20120919,730,29.481659,29.481659,4.592751,0.278477,-0.398827,0.030132,-1.062192,16.180374,P,0
107525,20120920,30,31.455751,31.455751,0.674387,0.187493,0.510721,0.235818,-4.133966,3.596001,C,0
107525,20120920,60,31.234675,31.234675,1.063357,0.192622,0.552225,0.166387,-3.099723,4.891071,C,0
107525,20120920,91,31.243814,31.243814,1.281934,0.200368,0.538966,0.134665,-2.721662,6.149438,C,0
107525,20120920,122,31.252935,31.252935,1.484672,0.204296,0.530939,0.112907,-2.378492,7.096369,C,0
107525,20120920,152,31.033049,31.033049,1.832944,0.216473,0.551164,0.094972,-2.250622,7.877405,C,0
107525,20120920,182,31.041842,31.041842,2.023985,0.224629,0.545637,0.083855,-2.141632,8.678679,C,0
107525,20120920,273,30.842104,30.842104,2.522118,0.229065,0.553684,0.067363,-1.797845,10.465044,C,0
107525,20120920,365,30.645127,30.645127,3.193839,0.252988,0.561678,0.052593,-1.714402,12.015366,C,0
107525,20120920,547,30.258571,30.258571,3.972735,0.258776,0.573799,0.042369,-1.454064,14.418053,C,0
107525,20120920,730,29.886039,29.886039,4.67093,0.265919,0.583355,0.035939,-1.309562,16.224373,C,0
107525,20120920,30,31.455751,31.455751,0.722585,0.200827,-0.48873,0.2203,-4.358288,3.595699,P,0
107525,20120920,60,31.234675,31.234675,1.027951,0.203516,-0.480215,0.152472,-3.077084,5.045858,P,0
107525,20120920,91,31.243814,31.243814,1.28892,0.207143,-0.476425,0.12175,-2.533815,6.210777,P,0
107525,20120920,122,31.252935,31.252935,1.517687,0.210642,-0.47295,0.103422,-2.2177,7.187244,P,0
107525,20120920,152,31.033049,31.033049,1.793058,0.220374,-0.470214,0.087498,-2.048407,7.952586,P,0
107525,20120920,182,31.041842,31.041842,1.989483,0.227754,-0.461826,0.077551,-1.935889,8.703194,P,0
107525,20120920,273,30.842104,30.842104,2.464688,0.232075,-0.450804,0.061555,-1.583886,10.562471,P,0
107525,20120920,365,30.645127,30.645127,3.110418,0.255289,-0.437075,0.047878,-1.485278,12.08558,P,0
107525,20120920,547,30.258571,30.258571,3.886448,0.264519,-0.417949,0.036992,-1.218471,14.503262,P,0
107525,20120920,730,29.886039,29.886039,4.673561,0.279626,-0.398806,0.029646,-1.080016,16.397934,P,0
107525,20120921,30,31.195725,31.195725,0.718312,0.201373,0.511515,0.221381,-4.400629,3.566075,C,0
107525,20120921,60,30.974551,30.974551,1.107028,0.203219,0.551277,0.159025,-3.240421,4.913312,C,0
107525,20120921,91,30.983401,30.983401,1.313383,0.207483,0.538397,0.131008,-2.790128,6.036292,C,0
107525,20120921,122,30.992047,30.992047,1.522959,0.211246,0.531915,0.110004,-2.434359,7.069585,C,0
107525,20120921,152,30.771723,30.771723,1.869974,0.22273,0.550835,0.092689,-2.28444,7.903202,C,0
107525,20120921,182,30.780187,30.780187,2.055132,0.230155,0.546031,0.082438,-2.171438,8.578902,C,0
107525,20120921,273,30.579507,30.579507,2.555697,0.234488,0.554073,0.06637,-1.823025,10.408744,C,0
107525,20120921,365,30.382355,30.382355,3.209628,0.256461,0.562188,0.052286,-1.721014,11.911429,C,0
107525,20120921,547,29.99546,29.99546,3.992054,0.262356,0.574403,0.042108,-1.459548,14.290326,C,0
107525,20120921,730,29.621843,29.621843,4.699702,0.270019,0.584084,0.035644,-1.315643,16.076597,C,0
107525,20120921,30,31.195725,31.195725,0.662408,0.185627,-0.489619,0.240356,-3.992863,3.566166,P,0
107525,20120921,60,30.974551,30.974551,0.970117,0.193663,-0.481006,0.16158,-2.90204,5.004179,P,0
107525,20120921,91,30.983401,30.983401,1.22236,0.198081,-0.477316,0.128401,-2.40167,6.159712,P,0
107525,20120921,122,30.992047,30.992047,1.445277,0.202262,-0.473896,0.10862,-2.111181,7.128301,P,0
107525,20120921,152,30.771723,30.771723,1.692403,0.213881,-0.465823,0.09107,-1.975681,7.89344,P,0
107525,20120921,182,30.780187,30.780187,1.92481,0.222203,-0.462535,0.080153,-1.873248,8.631284,P,0
107525,20120921,273,30.579507,30.579507,2.390896,0.227004,-0.451627,0.063464,-1.537046,10.475276,P,0
107525,20120921,365,30.382355,30.382355,3.023979,0.250285,-0.437944,0.049246,-1.444288,11.986442,P,0
107525,20120921,547,29.99546,29.99546,3.786093,0.259864,-0.418898,0.037972,-1.187014,14.384508,P,0
107525,20120921,730,29.621843,29.621843,4.568094,0.275639,-0.399686,0.030327,-1.055818,16.263121,P,0
107525,20120924,30,30.785751,30.785751,0.720223,0.2046,0.511699,0.220789,-4.412353,3.519151,C,0
107525,20120924,60,30.564636,30.564636,1.069846,0.200102,0.551427,0.165276,-3.181212,4.870671,C,0
107525,20120924,91,30.573336,30.573336,1.263478,0.202703,0.537385,0.136548,-2.704538,5.917109,C,0
107525,20120924,122,30.582153,30.582153,1.464058,0.206288,0.529618,0.114081,-2.346384,6.964123,C,0
107525,20120924,152,30.362151,30.362151,1.819235,0.220129,0.550115,0.095281,-2.235467,7.779065,C,0
107525,20120924,182,30.370871,30.370871,2.013333,0.228815,0.545503,0.084127,-2.134484,8.487041,C,0
107525,20120924,273,30.170681,30.170681,2.554348,0.238162,0.55361,0.066139,-1.825657,10.152424,C,0
107525,20120924,365,29.973622,29.973622,3.074047,0.248788,0.561163,0.054801,-1.655821,11.70302,C,0
107525,20120924,547,29.586535,29.586535,3.901962,0.259978,0.573656,0.043065,-1.428896,14.088909,C,0
107525,20120924,730,29.2124,29.2124,4.602252,0.267946,0.584242,0.036605,-1.29665,15.823009,C,0
107525,20120924,30,30.785751,30.785751,0.714977,0.203037,-0.488606,0.222644,-4.312006,3.519066,P,0
107525,20120924,60,30.564636,30.564636,0.992393,0.200762,-0.480433,0.157945,-2.969635,4.937715,P,0
