secid,date,cp_flag,index_flag,ticker,volume,open_interest
107525,20130627,,0,MSFT,90227,2747070
107525,20130627,C,0,MSFT,47165,1691865
107525,20130627,P,0,MSFT,43062,1055205
107525,20130628,,0,MSFT,46997,2791346
107525,20130628,C,0,MSFT,28246,1709572
107525,20130628,P,0,MSFT,18751,1081774
107525,20130701,,0,MSFT,57202,2761522
107525,20130701,C,0,MSFT,29675,1691596
107525,20130701,P,0,MSFT,27527,1069926
107525,20130702,,0,MSFT,102021,2781117
107525,20130702,C,0,MSFT,47619,1696693
107525,20130702,P,0,MSFT,54402,1084424
107525,20130703,,0,MSFT,34540,2837139
107525,20130703,C,0,MSFT,22082,1717179
107525,20130703,P,0,MSFT,12458,1119960
107525,20130705,,0,MSFT,66603,2842028
107525,20130705,C,0,MSFT,28384,1722627
107525,20130705,P,0,MSFT,38219,1119401
107525,20130708,,0,MSFT,75684,2824430
107525,20130708,C,0,MSFT,37720,1718135
107525,20130708,P,0,MSFT,37964,1106295
107525,20130709,,0,MSFT,69685,2835798
107525,20130709,C,0,MSFT,42181,1719559
107525,20130709,P,0,MSFT,27504,1116239
107525,20130710,,0,MSFT,111901,2869296
107525,20130710,C,0,MSFT,80089,1733872
107525,20130710,P,0,MSFT,31812,1135424
107525,20130711,,0,MSFT,209470,2911711
107525,20130711,C,0,MSFT,140461,1757849
107525,20130711,P,0,MSFT,69009,1153862
107525,20130712,,0,MSFT,120337,2935604
107525,20130712,C,0,MSFT,46002,1757732
107525,20130712,P,0,MSFT,74335,1177872
107525,20130715,,0,MSFT,162833,2918081
107525,20130715,C,0,MSFT,89594,1741563
107525,20130715,P,0,MSFT,73239,1176518
107525,20130716,,0,MSFT,128833,2953202
107525,20130716,C,0,MSFT,74340,1760643
107525,20130716,P,0,MSFT,54493,1192559
107525,20130717,,0,MSFT,124436,2990672
107525,20130717,C,0,MSFT,67597,1772259
107525,20130717,P,0,MSFT,56839,1218413
107525,20130718,,0,MSFT,227585,2975881
107525,20130718,C,0,MSFT,98127,1758154
107525,20130718,P,0,MSFT,129458,1217727
107525,20130719,,0,MSFT,1037348,3032441
107525,20130719,C,0,MSFT,597111,1770133
107525,20130719,P,0,MSFT,440237,1262308
107525,20130722,,0,MSFT,375452,2457004
107525,20130722,C,0,MSFT,267979,1543456
107525,20130722,P,0,MSFT,107473,913548
107525,20130723,,0,MSFT,131930,2529575
107525,20130723,C,0,MSFT,71544,1596581
107525,20130723,P,0,MSFT,60386,932994
107525,20130724,,0,MSFT,73508,2557282
107525,20130724,C,0,MSFT,49399,1608911
107525,20130724,P,0,MSFT,24109,948371
107525,20130725,,0,MSFT,158369,2584196
107525,20130725,C,0,MSFT,90280,1627569
107525,20130725,P,0,MSFT,68089,956627
107525,20130726,,0,MSFT,140386,2633431
107525,20130726,C,0,MSFT,89227,1650900
107525,20130726,P,0,MSFT,51159,982531
107525,20130729,,0,MSFT,97873,2617723
107525,20130729,C,0,MSFT,59997,1637825
107525,20130729,P,0,MSFT,37876,979898
107525,20130730,,0,MSFT,121115,2674880
107525,20130730,C,0,MSFT,89746,1670160
107525,20130730,P,0,MSFT,31369,1004720
107525,20130731,,0,MSFT,77510,2730217
107525,20130731,C,0,MSFT,46228,1709155
107525,20130731,P,0,MSFT,31282,1021062
107525,20130801,,0,MSFT,107906,2763679
107525,20130801,C,0,MSFT,69699,1728182
107525,20130801,P,0,MSFT,38207,1035497
107525,20130802,,0,MSFT,63695,2800351
107525,20130802,C,0,MSFT,44001,1751007
107525,20130802,P,0,MSFT,19694,1049344
107525,20130805,,0,MSFT,39096,2786333
107525,20130805,C,0,MSFT,23087,1747385
107525,20130805,P,0,MSFT,16009,1038948
107525,20130806,,0,MSFT,96679,2805609
107525,20130806,C,0,MSFT,55717,1759790
107525,20130806,P,0,MSFT,40962,1045819
107525,20130807,,0,MSFT,313537,2859768
107525,20130807,C,0,MSFT,262772,1788059
107525,20130807,P,0,MSFT,50765,1071709
107525,20130808,,0,MSFT,690566,3024588
107525,20130808,C,0,MSFT,596653,1939312
107525,20130808,P,0,MSFT,93913,1085276
107525,20130809,,0,MSFT,131526,3323974
107525,20130809,C,0,MSFT,90432,2209065
107525,20130809,P,0,MSFT,41094,1114909
107525,20130812,,0,MSFT,843775,3307192
107525,20130812,C,0,MSFT,804086,2204300
107525,20130812,P,0,MSFT,39689,1102892
107525,20130813,,0,MSFT,169948,3247104
107525,20130813,C,0,MSFT,123540,2126068
107525,20130813,P,0,MSFT,46408,1121036
107525,20130814,,0,MSFT,241863,3312161
107525,20130814,C,0,MSFT,170469,2184142
107525,20130814,P,0,MSFT,71394,1128019
107525,20130815,,0,MSFT,339806,3430447
107525,20130815,C,0,MSFT,228160,2265499
107525,20130815,P,0,MSFT,111646,1164948
107525,20130816,,0,MSFT,277938,3613862
107525,20130816,C,0,MSFT,221930,2377063
107525,20130816,P,0,MSFT,56008,1236799
107525,20130819,,0,MSFT,184636,3360203
107525,20130819,C,0,MSFT,152794,2250439
107525,20130819,P,0,MSFT,31842,1109764
107525,20130820,,0,MSFT,81182,3436666
107525,20130820,C,0,MSFT,65805,2308705
107525,20130820,P,0,MSFT,15377,1127961
107525,20130821,,0,MSFT,137688,3450839
107525,20130821,C,0,MSFT,106629,2314654
107525,20130821,P,0,MSFT,31059,1136185
107525,20130822,,0,MSFT,125731,3497409
107525,20130822,C,0,MSFT,88267,2348475
107525,20130822,P,0,MSFT,37464,1148934
107525,20130823,,0,MSFT,1055202,3529287
107525,20130823,C,0,MSFT,644927,2372024
107525,20130823,P,0,MSFT,410275,1157263
107525,20130826,,0,MSFT,325842,3692182
107525,20130826,C,0,MSFT,154716,2416965
107525,20130826,P,0,MSFT,171126,1275217
107525,20130827,,0,MSFT,236416,3790776
107525,20130827,C,0,MSFT,114135,2452526
107525,20130827,P,0,MSFT,122281,1338250
107525,20130828,,0,MSFT,113385,3825526
107525,20130828,C,0,MSFT,64562,2459893
107525,20130828,P,0,MSFT,48823,1365633
107525,20130829,,0,MSFT,164747,3856233
107525,20130829,C,0,MSFT,103726,2487550
107525,20130829,P,0,MSFT,61021,1368683
107525,20130830,,0,MSFT,100222,3931577
107525,20130830,C,0,MSFT,55457,2536871
107525,20130830,P,0,MSFT,44765,1394706
