secid,date,cp_flag,index_flag,ticker,volume,open_interest
107525,20130607,,0,MSFT,163879,3314479
107525,20130607,C,0,MSFT,94226,2045004
107525,20130607,P,0,MSFT,69653,1269475
107525,20130610,,0,MSFT,69046,3294228
107525,20130610,C,0,MSFT,31638,2017881
107525,20130610,P,0,MSFT,37408,1276347
107525,20130611,,0,MSFT,97178,3321853
107525,20130611,C,0,MSFT,58381,2028151
107525,20130611,P,0,MSFT,38797,1293702
107525,20130612,,0,MSFT,156340,3345779
107525,20130612,C,0,MSFT,119189,2049537
107525,20130612,P,0,MSFT,37151,1296242
107525,20130613,,0,MSFT,103123,3321307
107525,20130613,C,0,MSFT,44336,2010478
107525,20130613,P,0,MSFT,58787,1310829
107525,20130614,,0,MSFT,127303,3340049
107525,20130614,C,0,MSFT,60961,2012897
107525,20130614,P,0,MSFT,66342,1327152
107525,20130617,,0,MSFT,115248,3341102
107525,20130617,C,0,MSFT,72759,1998447
107525,20130617,P,0,MSFT,42489,1342655
107525,20130618,,0,MSFT,194574,3370991
107525,20130618,C,0,MSFT,147769,2013176
107525,20130618,P,0,MSFT,46805,1357815
107525,20130619,,0,MSFT,75220,3398824
107525,20130619,C,0,MSFT,46413,2030365
107525,20130619,P,0,MSFT,28807,1368459
107525,20130620,,0,MSFT,158006,3388521
107525,20130620,C,0,MSFT,80539,2020528
107525,20130620,P,0,MSFT,77467,1367993
107525,20130621,,0,MSFT,184974,3403500
107525,20130621,C,0,MSFT,94849,2018078
107525,20130621,P,0,MSFT,90125,1385422
107525,20130624,,0,MSFT,132499,2674565
107525,20130624,C,0,MSFT,79157,1654457
107525,20130624,P,0,MSFT,53342,1020108
107525,20130625,,0,MSFT,98736,2706821
107525,20130625,C,0,MSFT,46490,1667814
107525,20130625,P,0,MSFT,52246,1039007
107525,20130626,,0,MSFT,93800,2728860
107525,20130626,C,0,MSFT,71627,1678358
107525,20130626,P,0,MSFT,22173,1050502
